"","time","unique_eye_gaze_id","unique_log_id","unique_pos_id","PlayerID","Learned","Level","StuckID","Eye_gaze","Log","Position","StartorRestart","RuleBreak","Deviation","PassedBoundary","Flag","YouObject","YouRule","TextObstacle","BrokenStop","OutsideText","WinText","Is-Outside","ObjectObstacle","OtherObstacle"
"1",0,2599,"","",10,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2",0.1,2600,"","",10,"No","01- Where Do I Go?",1,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3",0.2,2600,"","",10,"No","01- Where Do I Go?",1,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4",0.3,2600,"","",10,"No","01- Where Do I Go?",1,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5",0.4,2600,"","",10,"No","01- Where Do I Go?",1,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6",0.5,2601,"","",10,"No","01- Where Do I Go?",1,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7",0.6,2602,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8",0.7,2602,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9",0.8,2602,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10",0.8,2603,"","",10,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0.9,2603,"","",10,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1,2603,"","",10,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1.1,2603,"","",10,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1.2,2603,"","",10,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1.3,2604,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"16",1.4,2604,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17",1.5,2604,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"18",1.6,2605,"","",10,"No","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"19",1.7,2605,"","",10,"No","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"20",1.8,2605,"","",10,"No","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"21",1.9,2605,"","",10,"No","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"22",1.9,2606,"","",10,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"23",2,2606,"","",10,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"24",2.1,2606,"","",10,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"25",2.1,2607,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"26",2.2,2607,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"27",2.3,2607,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"28",2.4,2607,"","",10,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"29",2.6,2608,"","",10,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30",2.7,2608,"","",10,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
