"","time","unique_eye_gaze_id","unique_log_id","unique_pos_id","PlayerID","Learned","Level","StuckID","Eye_gaze","Log","Position","StartorRestart","RuleBreak","Deviation","PassedBoundary","Flag","YouObject","YouRule","TextObstacle","BrokenStop","OutsideText","WinText","Is-Outside","ObjectObstacle","OtherObstacle"
"1",0,214,"","",4,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2",0.1,214,"","",4,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3",0.2,215,"","",4,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4",0.3,215,"","",4,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5",0.4,216,"","",4,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6",0.5,216,"","",4,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7",0.6,217,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8",0.7,217,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9",0.8,217,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10",0.9,217,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11",1,217,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12",1.1,217,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"13",1.2,217,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"14",1.3,218,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1.4,218,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1.4,219,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1.5,220,"","",4,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"18",1.6,220,"","",4,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"19",1.7,221,"","",4,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20",1.8,221,"","",4,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"21",1.9,221,"","",4,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"22",2,221,"","",4,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"23",2.1,222,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2.2,222,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2.2,223,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"26",2.3,223,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"27",2.5,224,"","",4,"No","01- Where Do I Go?",1,"WallBlock2","","",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28",2.6,224,"","",4,"No","01- Where Do I Go?",1,"WallBlock2","","",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"29",2.6,225,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30",2.7,225,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"31",2.8,225,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"32",2.8,226,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"33",2.9,226,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"34",3,227,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"35",3.1,227,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"36",3.2,227,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"37",3.3,227,"230","229",4,"No","01- Where Do I Go?",1,"StopText","input_left_","change_update_baba:14:14:2",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"38",3.4,227,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"39",3.5,231,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"40",3.6,231,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"41",3.6,232,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"42",3.7,232,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"43",3.8,233,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"44",3.9,233,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"45",4,233,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"46",4.1,233,"235","234",4,"No","01- Where Do I Go?",1,"StopText","input_left_","change_update_baba:13:14:2",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"47",4.2,233,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"48",4.3,233,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"49",4.4,233,"239","236",4,"No","01- Where Do I Go?",1,"StopText","input_left_","change_update_text_is:11:14:2",0,1,0,0,0,0,0,1,0,0,0,0,0,0
"50",4.5,233,"","",4,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"51",4.6,240,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",4.7,240,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",4.8,240,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",4.9,240,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",4.9,241,"","",4,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
