"","time","unique_eye_gaze_id","unique_log_id","unique_pos_id","PlayerID","Learned","Level","StuckID","Eye_gaze","Log","Position","StartorRestart","RuleBreak","Deviation","PassedBoundary","Flag","YouObject","YouRule","TextObstacle","BrokenStop","OutsideText","WinText","Is-Outside","ObjectObstacle","OtherObstacle"
"1",0,1,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.1,2,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.2,2,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.3,2,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.4,3,"","",2,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6",0.5,3,"","",2,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7",0.6,4,"","",2,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8",0.7,4,"","",2,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9",0.8,5,"","",2,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10",0.9,5,"","",2,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11",1,5,"","",2,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12",1,6,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1.1,6,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1.2,7,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1.3,7,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1.4,7,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1.5,7,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1.6,8,"","",2,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"19",1.7,8,"","",2,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"20",1.8,9,"","",2,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"21",1.9,9,"","",2,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"22",2,9,"","",2,"No","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"23",2.1,10,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2.2,10,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2.3,10,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2.4,10,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2.5,10,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2.6,11,"","",2,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
