"","time","unique_eye_gaze_id","unique_log_id","unique_pos_id","PlayerID","Learned","Level","StuckID","Eye_gaze","Log","Position","StartorRestart","RuleBreak","Deviation","PassedBoundary","Flag","YouObject","YouRule","TextObstacle","BrokenStop","OutsideText","WinText","Is-Outside","ObjectObstacle","OtherObstacle"
"1",0,3874,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.1,3875,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.2,3875,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.2,3876,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5",0.3,3876,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6",0.4,3877,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.5,3877,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.6,3878,"","",15,"Yes","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9",0.7,3879,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.8,3879,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0.9,3880,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"12",1,3880,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13",1.1,3881,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1.2,3881,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1.2,3882,"","",15,"Yes","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"16",1.3,3882,"","",15,"Yes","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17",1.4,3882,"","",15,"Yes","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"18",1.5,3883,"","",15,"Yes","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19",1.6,3883,"","",15,"Yes","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20",1.7,3884,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",1.8,3884,"","",15,"Yes","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2.1,3885,"","",15,"Yes","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"23",2.2,3885,"","",15,"Yes","01- Where Do I Go?",1,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"24",2.3,3886,"","",15,"Yes","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"25",2.4,3886,"","",15,"Yes","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"26",2.5,3886,"","",15,"Yes","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"27",2.5,3887,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"28",2.6,3887,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"29",2.7,3887,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"30",2.8,3887,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"31",2.9,3887,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"32",3,3887,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"33",3.1,3887,"3890","3889",15,"Yes","01- Where Do I Go?",1,"Baba","input_up_","change_update_baba:15:13:1",1,0,0,0,0,1,0,0,0,0,0,0,0,0
"34",3.2,3887,"3892","3891",15,"Yes","01- Where Do I Go?",1,"Baba","input_up_","change_update_baba:15:12:1",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35",3.3,3893,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"36",3.4,3893,"","",15,"Yes","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
