"","time","unique_eye_gaze_id","unique_log_id","unique_pos_id","PlayerID","Learned","Level","StuckID","Eye_gaze","Log","Position","StartorRestart","RuleBreak","Deviation","PassedBoundary","Flag","YouObject","YouRule","TextObstacle","BrokenStop","OutsideText","WinText","Is-Outside","ObjectObstacle","OtherObstacle"
"1",0,3132,"","",13,"No","01- Where Do I Go?",1,"WallSection10","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2",0.1,3132,"","",13,"No","01- Where Do I Go?",1,"WallSection10","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3",0.2,3132,"","",13,"No","01- Where Do I Go?",1,"WallSection10","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4",0.2,3133,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.3,3133,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.4,3134,"","",13,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7",0.5,3134,"","",13,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8",0.6,3135,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.7,3135,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.8,3136,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0.9,3136,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1,3137,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1.1,3137,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1.2,3138,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1.3,3138,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1.4,3138,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1.5,3138,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1.5,3139,"","",13,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"19",1.6,3139,"","",13,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"20",1.7,3140,"","",13,"No","01- Where Do I Go?",1,"WallSection8","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"21",1.8,3140,"","",13,"No","01- Where Do I Go?",1,"WallSection8","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"22",1.9,3140,"","",13,"No","01- Where Do I Go?",1,"WallSection8","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"23",2,3141,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2.1,3141,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2.3,3142,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2.4,3142,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2.5,3143,"","",13,"No","01- Where Do I Go?",1,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"28",2.6,3143,"","",13,"No","01- Where Do I Go?",1,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"29",2.7,3144,"","",13,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"30",2.8,3144,"","",13,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"31",2.9,3144,"","",13,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"32",3,3145,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",3.1,3145,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",3.2,3145,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",3.3,3145,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",3.3,3146,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",3.4,3146,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",3.5,3146,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",3.6,3146,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",3.7,3147,"","",13,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"41",3.8,3147,"","",13,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"42",3.9,3147,"","",13,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"43",4,3147,"","",13,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"44",4,3148,"","",13,"No","01- Where Do I Go?",1,"IsText","","",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"45",4.1,3148,"","",13,"No","01- Where Do I Go?",1,"IsText","","",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"46",4.2,3148,"","",13,"No","01- Where Do I Go?",1,"IsText","","",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"47",4.2,3149,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",4.3,3149,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",4.4,3150,"","",13,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"50",4.5,3150,"","",13,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"51",4.6,3150,"","",13,"No","01- Where Do I Go?",1,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"52",4.7,3151,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",4.8,3151,"","",13,"No","01- Where Do I Go?",1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",4.8,3152,"","",13,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"55",4.9,3152,"","",13,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"56",5,3152,"","",13,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"57",5.2,3153,"","",13,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
