"","time","unique_eye_gaze_id","unique_log_id","unique_pos_id","PlayerID","Learned","Level","StuckID","Eye_gaze","Log","Position","StartorRestart","RuleBreak","Deviation","PassedBoundary","Flag","YouObject","YouRule","TextObstacle","BrokenStop","OutsideText","WinText","Is-Outside","ObjectObstacle","OtherObstacle"
"1",0,625,"","",6,"No","01- Where Do I Go?",1,"WallSection10","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2",0.1,626,"","",6,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3",0.2,626,"","",6,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4",0.3,626,"","",6,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5",0.4,626,"","",6,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6",0.4,627,"","",6,"No","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7",0.5,627,"","",6,"No","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8",0.6,627,"","",6,"No","01- Where Do I Go?",1,"Baba","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"9",0.7,628,"","",6,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"10",0.8,628,"","",6,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"11",0.9,628,"","",6,"No","01- Where Do I Go?",1,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12",1,629,"","",6,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13",1.1,629,"","",6,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"14",1.2,629,"","",6,"No","01- Where Do I Go?",1,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"15",1.2,630,"","",6,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"16",1.3,630,"","",6,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17",1.4,630,"","",6,"No","01- Where Do I Go?",1,"StopText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"18",1.7,631,"","",6,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"19",1.8,631,"","",6,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"20",1.9,631,"","",6,"No","01- Where Do I Go?",1,"IsText-Wall","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
