"","time","unique_eye_gaze_id","unique_log_id","unique_pos_id","PlayerID","Learned","Level","StuckID","Eye_gaze","Log","Position","StartorRestart","RuleBreak","Deviation","PassedBoundary","Flag","YouObject","YouRule","TextObstacle","BrokenStop","OutsideText","WinText","Is-Outside","ObjectObstacle","OtherObstacle"
"1",131.9,990,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",132,990,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",132,991,"","",8,"No","01- Where Do I Go?",2,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4",132.1,991,"","",8,"No","01- Where Do I Go?",2,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5",132.3,992,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",132.4,992,"995","994",8,"No","01- Where Do I Go?",2,"","input_left_","change_update_baba:14:14:2",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",132.5,992,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",132.5,996,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",132.6,996,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",132.7,997,"","",8,"No","01- Where Do I Go?",2,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11",132.8,997,"998","",8,"No","01- Where Do I Go?",2,"WallText","input_idle_","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12",132.9,999,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",133,999,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",133.1,999,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",133.2,1000,"","",8,"No","01- Where Do I Go?",2,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16",133.3,1000,"1001","",8,"No","01- Where Do I Go?",2,"FlagText","input_idle_","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17",133.4,1000,"","",8,"No","01- Where Do I Go?",2,"FlagText","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"18",133.4,1002,"","",8,"No","01- Where Do I Go?",2,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19",133.5,1002,"","",8,"No","01- Where Do I Go?",2,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20",133.6,1003,"1006","1004",8,"No","01- Where Do I Go?",2,"","input_up_","change_update_baba:14:14:1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",133.7,1003,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",133.8,1007,"1009","1008",8,"No","01- Where Do I Go?",2,"Flag","input_up_","change_update_baba:14:12:1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"23",133.9,1007,"","",8,"No","01- Where Do I Go?",2,"Flag","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"24",134,1011,"1010","",8,"No","01- Where Do I Go?",2,"WinText","input_up_","",0,0,1,0,0,0,0,0,0,0,1,0,0,0
"25",134.1,1011,"","",8,"No","01- Where Do I Go?",2,"WinText","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"26",134.3,1013,"1012","",8,"No","01- Where Do I Go?",2,"","input_up_","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",134.4,1013,"1014","",8,"No","01- Where Do I Go?",2,"","input_up_","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",134.5,1015,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",134.6,1015,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",134.7,1019,"1018","1017",8,"No","01- Where Do I Go?",2,"IsText","input_left_","change_update_baba:13:12:2",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31",134.8,1019,"","",8,"No","01- Where Do I Go?",2,"IsText","","",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"32",135,1022,"","",8,"No","01- Where Do I Go?",2,"WallBlock1","","",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"33",135.1,1022,"","",8,"No","01- Where Do I Go?",2,"WallBlock1","","",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"34",135.2,1022,"","",8,"No","01- Where Do I Go?",2,"WallBlock1","","",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"35",135.2,1023,"","",8,"No","01- Where Do I Go?",2,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"36",135.3,1023,"1025","1024",8,"No","01- Where Do I Go?",2,"BabaText","input_left_","change_update_baba:11:12:2",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"37",135.4,1023,"1026","",8,"No","01- Where Do I Go?",2,"BabaText","input_left_","",0,0,1,0,0,0,1,0,0,0,0,0,0,0
"38",135.5,1023,"","",8,"No","01- Where Do I Go?",2,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"39",135.5,1027,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",135.6,1027,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",135.7,1028,"","",8,"No","01- Where Do I Go?",2,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"42",135.8,1028,"1030","1029",8,"No","01- Where Do I Go?",2,"WallText","input_up_","change_update_baba:11:12:1",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"43",135.9,1028,"","",8,"No","01- Where Do I Go?",2,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"44",136,1028,"1031","",8,"No","01- Where Do I Go?",2,"WallText","input_up_","",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"45",136.1,1032,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",136.2,1032,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",136.3,1032,"1035","1033",8,"No","01- Where Do I Go?",2,"","input_down_","change_update_baba:11:12:3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",136.4,1036,"","",8,"No","01- Where Do I Go?",2,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",136.5,1036,"1038","1037",8,"No","01- Where Do I Go?",2,"","input_down_","change_update_baba:11:14:3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",136.6,1039,"","",8,"No","01- Where Do I Go?",2,"BabaText","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"51",136.7,1039,"1041","1040",8,"No","01- Where Do I Go?",2,"BabaText","input_down_","change_update_baba:11:15:3",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"52",136.8,1042,"1044","1043",8,"No","01- Where Do I Go?",2,"WallText","input_down_","change_update_baba:11:16:3",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"53",136.9,1042,"","",8,"No","01- Where Do I Go?",2,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"54",137,1042,"1045","",8,"No","01- Where Do I Go?",2,"WallText","input_down_","",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"55",137.1,1042,"","",8,"No","01- Where Do I Go?",2,"WallText","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"56",137.2,1046,"1048","1047",8,"No","01- Where Do I Go?",2,"IsText-Baba","input_left_","change_update_baba:11:16:2",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"57",137.3,1046,"","",8,"No","01- Where Do I Go?",2,"IsText-Baba","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"58",137.4,1049,"1050","",8,"No","01- Where Do I Go?",2,"IsText-Baba","input_left_","",0,0,1,0,0,0,1,0,0,0,0,0,0,0
"59",137.5,1049,"1051","",8,"No","01- Where Do I Go?",2,"IsText-Baba","input_left_","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"60",137.6,1049,"","",8,"No","01- Where Do I Go?",2,"IsText-Baba","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0
