Player ID ,Stuck ID,Learned,Level,Event Index,Content,Start,End,Start or Restart ,Rule Break ,Deviation,Passed Boundary ,Flag ,YouObject,YouRule,TextObstacle,BrokenStop,OutsideText,WinText,Is-Outside,ObjectObstacle,OtherObstacle
Player 10 ,Stuck1,No,01 - Where Do I Go? ,1,event_start_,-3810.66,-3810.66,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,2,event_rule_add_7:13:baba is you ,-3810.66,-3810.66,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,3,event_rule_add_12:13:wall is stop ,-3810.66,-3810.66,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,4,change_update_baba:15:14:2,5056,5056,1,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,5,change_update_baba:14:14:2,5056,5056,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,6,input_left_,5056,5056,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,7,change_update_baba:13:14:2,5756,5756,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,8,input_left_,5756,5756,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,9,change_update_text_is:11:14:2,6256,6256,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,10,change_update_baba:12:14:2,6256,6256,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,11,event_rule_remove_12:13:wall is stop ,6256,6256,0,1,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,12,input_left_,6256,6256,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,13,change_update_baba:12:14:1,7656,7656,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,14,change_update_text_wall:12:12:1,7656,7656,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,15,change_update_baba:12:13:1,7656,7656,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,16,input_up_,7656,7656,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,17,change_update_baba:12:13:3,8306,8306,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,18,change_update_baba:12:14:3,8306,8306,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,19,input_down_,8306,8306,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,20,change_update_text_stop:12:16:3,8706,8706,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,21,change_update_baba:12:15:3,8706,8706,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,22,input_down_,8706,8706,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,23,change_update_baba:12:15:1,9956,9956,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,24,change_update_baba:12:14:1,9956,9956,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,25,input_up_,9956,9956,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,26,change_update_baba:12:13:1,10356,10356,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,27,input_up_,10356,10356,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,28,change_update_text_wall:12:11:1,10689.34,10689.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,29,change_update_baba:12:12:1,10689.34,10689.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,30,input_up_,10689.34,10689.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,31,change_update_text_wall:12:10:1,11272.67,11272.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,32,change_update_baba:12:11:1,11272.67,11272.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,33,input_up_,11272.67,11272.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,34,change_update_text_wall:12:9:1,12089.34,12089.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,35,change_update_baba:12:10:1,12089.34,12089.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,36,input_up_,12089.34,12089.34,0,0,0,1,,,,,,,,,,
Player 10 ,Stuck1,No,01 - Where Do I Go? ,37,input_restart_,219472.67,219472.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,38,event_start_,219839.34,219839.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,39,event_rule_add_7:13:baba is you ,219839.34,219839.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,40,event_rule_add_12:13:wall is stop ,219839.34,219839.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,41,change_update_baba:15:14:2,228022.67,228022.67,1,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,42,change_update_baba:14:14:2,228022.67,228022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,43,input_left_,228022.67,228022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,44,change_update_baba:14:14:1,229106,229106,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,45,change_update_baba:14:13:1,229106,229106,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,46,input_up_,229106,229106,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,47,change_update_baba:14:12:1,230556,230556,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,48,input_up_,230556,230556,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,49,change_update_baba:14:12:2,231139.34,231139.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,50,change_update_baba:13:12:2,231139.34,231139.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,51,input_left_,231139.34,231139.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,52,change_update_baba:12:12:2,231572.67,231572.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,53,input_left_,231572.67,231572.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,54,change_update_baba:11:12:2,232122.67,232122.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,55,input_left_,232122.67,232122.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,56,input_left_,232706,232706,0,0,1,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,57,change_update_baba:11:12:1,234756,234756,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,58,input_up_,234756,234756,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,59,input_up_,235422.67,235422.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,60,change_update_baba:11:12:0,236022.67,236022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,61,change_update_baba:12:12:0,236022.67,236022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,62,input_right_,236022.67,236022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,63,change_update_baba:13:12:0,236289.34,236289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,64,input_right_,236289.34,236289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,65,change_update_baba:13:12:1,236622.67,236622.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,66,input_up_,236622.67,236622.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,67,input_up_,237672.67,237672.67,0,0,1,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,68,change_update_baba:13:12:3,238522.67,238522.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,69,change_update_baba:13:13:3,238522.67,238522.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,70,input_down_,238522.67,238522.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,71,change_update_baba:13:14:3,238739.34,238739.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,72,input_down_,238739.34,238739.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,73,change_update_baba:13:15:3,239056,239056,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,74,input_down_,239056,239056,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,75,change_update_baba:13:15:2,239406,239406,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,76,change_update_text_stop:11:15:2,239406,239406,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,77,change_update_baba:12:15:2,239406,239406,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,78,event_rule_remove_12:13:wall is stop ,239406,239406,0,1,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,79,input_left_,239406,239406,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,80,change_update_baba:12:15:1,240356,240356,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,81,change_update_text_wall:12:12:1,240356,240356,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,82,change_update_text_is:12:13:1,240356,240356,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,83,change_update_baba:12:14:1,240356,240356,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,84,input_up_,240356,240356,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,85,change_update_text_wall:12:11:1,240672.67,240672.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,86,change_update_text_is:12:12:1,240672.67,240672.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,87,change_update_baba:12:13:1,240672.67,240672.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,88,input_up_,240672.67,240672.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,89,change_update_text_wall:12:10:1,241022.67,241022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,90,change_update_text_is:12:11:1,241022.67,241022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,91,change_update_baba:12:12:1,241022.67,241022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,92,input_up_,241022.67,241022.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,93,change_update_text_wall:12:9:1,241289.34,241289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,94,change_update_text_is:12:10:1,241289.34,241289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,95,change_update_baba:12:11:1,241289.34,241289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,96,input_up_,241289.34,241289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,97,change_update_baba:12:11:2,242589.34,242589.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,98,change_update_baba:11:11:2,242589.34,242589.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,99,input_left_,242589.34,242589.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,100,change_update_baba:11:11:1,243522.67,243522.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,101,change_update_baba:11:10:1,243522.67,243522.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,102,input_up_,243522.67,243522.67,0,0,0,1,,,,,,,,,,
Player 10 ,Stuck2,Yes,01 - Where Do I Go? ,103,input_restart_,491489.34,491489.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,104,event_start_,491856,491856,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,105,event_rule_add_7:13:baba is you ,491856,491856,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,106,event_rule_add_12:13:wall is stop ,491856,491856,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,107,change_update_baba:15:14:2,494889.34,494889.34,1,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,108,change_update_baba:14:14:2,494889.34,494889.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,109,input_left_,494889.34,494889.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,110,change_update_baba:13:14:2,495839.34,495839.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,111,input_left_,495839.34,495839.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,112,change_update_text_is:11:14:2,497289.34,497289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,113,change_update_baba:12:14:2,497289.34,497289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,114,event_rule_remove_12:13:wall is stop ,497289.34,497289.34,0,1,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,115,input_left_,497289.34,497289.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,116,change_update_baba:12:14:1,498039.34,498039.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,117,change_update_text_wall:12:12:1,498039.34,498039.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,118,change_update_baba:12:13:1,498039.34,498039.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,119,input_up_,498039.34,498039.34,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,120,change_update_text_wall:12:11:1,498422.67,498422.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,121,change_update_baba:12:12:1,498422.67,498422.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,122,input_up_,498422.67,498422.67,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,123,change_update_text_wall:12:10:1,498906,498906,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,124,change_update_baba:12:11:1,498906,498906,0,0,0,0,,,,,,,,,,
Player 10 ,Stuck3,Yes,01 - Where Do I Go? ,125,input_up_,498906,498906,0,0,0,1,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,1,event_start_,-3960,-3960,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,2,event_rule_add_7:13:baba is you ,-3960,-3960,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,3,event_rule_add_12:13:wall is stop ,-3960,-3960,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,4,change_update_baba:16:14:0,990,990,1,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,5,input_right_,990,990,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,6,change_update_baba:16:14:2,1306.66,1306.66,0,0,0,0,,,,,,,,,,
